Quantities,PartID
2,63868
7,3040
2,3676
1,72454
1,32000
2,3894
2,44224
5,98138
3,25269
2,2412
1,43711
2,55236
2,19119
1,89523
4,15672
4,4477
12,2420
7,36840
11,99780
4,3003
2,22885
4,53923
1,44567
2,69754
2,2980
2,87552
25,6141
4,4032
4,14418
2,60478
2,28192
2,57585
2,3673
2,32001
2,44225
5,11203
2,2423
2,2417
1,96874
1,59443
2,73230
2,69858
1,73562
7,32062
2,11214
2,24316
1,87087
2,32952
2,44861
2,99206
1,3039
1,41531
8,3070
1,87079
2,35787
2,79389
2,3009
1,3001
5,3795
1,11289
2,40379
2,40378
1,3004
4,2456
4,4070
1,2813
1,3113
4,44301
8,3460
1,3832
3,91988
2,2639
3,85861
2,18980
2,2540
2,10247
3,3297
8,24201
1,29120
1,29119
2,4287
1,4871
1,22889
2,60219
6,32013
4,32064
3,3701
2,62462
4,3069
2,63864
3,64567
1,47406
1,90194
4,11211
6,3666
1,77263
60367-1,https://rebrickable.com/sets/60367-1/passenger-airplane/?inventory=1
3,78258
1,28802
2,73562
5,3062
4,32952
3,42947
1,30089
1,19220
1,4529
5,23969
20,3710
1,78329
1,3832
1,2445
18,3020
6,3795
1,3030
4,3032
3,79194
2,44861
4,11476
10,32028
4,34103
3,15456
5,39767
1,99206
1,64450
18,54200
6,85984
4,15672
4,18651
1,32531
2,2723
2,65304
34,61332
18,3069
9,87079
3,50951
10,87414
4,92409
8,11209
8,11208
6,50745
8,60592
9,43093
4,42924
2,3460
14,11477
2,3665
4,6636
4,3068
6,24299
6,24307
2,41770
2,41769
1,67245
1,67244
8,3004
19,3003
15,3623
17,3666
5,3031
1,3958
14,4079
1,42918
1,30355
1,30356
1,54384
1,54383
2,63965
4,44728
2,92950
1,30229
2,3033
9,4032
6,35480
7,10247
1,65509
2,18674
2,99021
1,3039
2,98560
1,30134
4,32192
1,32014
2,32524
6,18654
1,26603
7,2412
4,2432
2,30375
17,98138
3,30377
1,30374
2,4346
2,4345
6,79389
4,73825
5,3245
2,47457
2,98100
8,65617
1,30414
2,60849
3,87552
16,87544
4,15207
7,14718
5,3022
1,3034
1,3456
7,6141
1,60478
2,18677
2,66897
2,63082
1,24201
3,60219
2,3829
4,4519
2,32013
2,32016
2,3894
9,4274
4,32001
11,2431
4,69729
5,24246
1,1126
10,34337
1,37178
12,3021
2,11213
1,18980
1,80267
1,80268
5,25269
1,43723
1,43722
1,96874
2,59900
8,3023
2,39789
1,12897
2,63868
5,11458
1,32062
9,60212
1,60598
1,4449
2,3009
5,3001
5,3024
4,39888
5,60581
24,60601
2,58176
2,92847
1,67243
1,67241
2,99780
5,3005
3,14716
5,3010
5,3008
1,30136
2,22885
1,92262
2,60657
1,58380
1,54097
2,3899
11,4477
10,2420
3,60897
2,15573
2,41740
4,3040
2,3039
2,29120
2,29119
4,15068
4,11290
2,80177
2,80178
2,61487
2,54095
2,54091
4,3747
8,76959
1,22889
2,11301
1,54096
3,63864
5,4162
2,20482
8,15712
3,99563
2,35459
2,6565
2,6564
2,41748
2,41747
2,30503
2,43710
2,43711
12,61345
1,3476
2,93274
3,11203
1,10103
60390-1,https://rebrickable.com/sets/60390-1/park-tractor/?inventory=1
2,3710
2,3795
2,44861
1,2508
1,2926
1,63082
1,64450
2,32802
2,92409
2,56890
2,92402
1,90194
2,42610
4,33183
2,3832
1,48336
2,65509
1,80679
1,3837
1,2435
3,3069
1,73562
3,4865
4,91501
1,3032
2,78256
2,40687
2,6014
2,55981
1,3002
1,79736
8,3023
1,3021
4,11477
1,15068
1,3068
2,62361
3,86996
4,98138
1,3836
2,3022
2,6141
1,33909
1,3829
30641-1,https://rebrickable.com/sets/30641-1/panda/?inventory=1
2,49307
7,3024
2,3623
2,26047
2,60897
6,35480
1,33909
1,15068
4,13547
4,11153
7,25269
3,98138
4,26601
2,15573
5,14417
1,60474
5,14704
2,30374
3,15279
3,32607
2,87087
1,67329
4,3022
2,3020
2,4032
4,11477
3,32803
1,64225
2,13548
41753-1,https://rebrickable.com/sets/41753-1/pancake-shop/?inventory=1
2,68212
2,87580
2,3713
1,2496
2,33183
1,2417
2,32607
4,3622
2,85080
1,76797
9,24866
2,3710
8,50950
2,48729
2,6141
1,2412
15,3024
1,02135
2,3023
2,3021
1,30357
1,3068
3,79741
10,98138
2,87994
2,26604
2,30136
3,11211
2,79808
2,3176
2,4599
2,3070
1,3022
2,3020
1,41948
1,65886
1,15395
1,60474
10,3062
2,60475
1,33172
1,49307
4,78666
1,15573
1,60478
1,6541
2,89678
1,3069
1,13965
1,35480
1,65700
1,28192
1,18852
1,3004
3,3010
1,34816
1,3749
2,14769
3,20482
3,80441
4,85861
2,37775
2,59900
2,3005
1,3003
2,88292
2,98283
1,43898
1,48336
6,18674
1,3040
1,19798
2,4162
1,6106
1,10103
41724-1,https://rebrickable.com/sets/41724-1/paisleys-house/?inventory=1
1,4528
1,33051
4,33183
1,2417
1,32607
1,6256
1,3852
1,63864
2,35103
5,57895
3,59349
5,3710
2,3022
5,85984
8,87079
1,67338
5,3004
2,2454
5,3003
1,3062
2,60596
10,24866
3,3020
1,18674
4,3069
1,3010
1,3023
1,15068
3,14769
1,4533
2,92410
3,87580
1,3795
2,41948
1,92926
2,3009
2,3001
2,15254
1,30367
2,34816
2,2629
1,11213
1,63868
10,3297
8,2431
3,3068
1,3005
4,15533
1,25975
2,3002
1,60623
1,33172
2,3039
1,26603
6,98138
1,92947
1,43888
1,18852
2,71752
1,95228
1,2657
1,30222
1,4740
4,23969
2,2412
1,2456
2,6182
1,30236
1,78124
1,2656
2,3633
2,15207
1,61252
1,15573
2,41740
1,65509
1,4871
2,90195
1,20309
1,3899
1,33085
3,4599
76915-1,https://rebrickable.com/sets/76915-1/pagani-utopia/?inventory=1
3,48729
4,36841
2,49307
1,11211
1,2446
2,6231
4,3386
2,78329
1,3666
1,3020
19,85861
4,61252
4,60897
7,35480
3,15573
6,60478
6,77850
1,88646
3,4697
2,24201
1,32803
1,3829
8,24246
8,3069
3,20482
1,2432
1,99563
1,4006
1,3385
1,22484
1,99780
2,28802
4,3004
2,3009
2,70681
2,4070
2,32952
2,3822
2,3821
5,3024
2,3023
5,3666
4,2420
1,60470
1,32028
2,33909
6,61409
5,85984
10,11477
2,29120
2,29119
3,15068
2,50950
1,80177
1,80178
2,11153
5,3070
1,87079
7,25269
2,15712
2,26601
1,43723
1,43722
1,3504
4,3387
2,3668
3,93555
3,11253
4,72206
1,3021
3,32828
1,99206
2,36840
2,86996
2,73831
4,54200
2,1126
1,14769
1,77808
8,72210
2,3010
3,3710
4,3749
1,87552
1,3383
2,2447
5,6141
2,79491
1,10103
122331-1,https://rebrickable.com/sets/122331-1/owen-with-swamp-speeder-and-raptor/?inventory=1
1,66897
1,2421
1,3666
2,15573
2,28192
1,3039
1,2654
1,13349
2,2980
1,3020
1,15068
2,13547
1,37829
1,3021
4,6141
122328-1,https://rebrickable.com/sets/122328-1/owen-with-jet-pack-and-raptor/?inventory=1
2,92842
1,2412
2,3022
2,32013
2,18654
2,11214
1,99780
2,11458
2,3673
1,2432
1,37829
122333-1,https://rebrickable.com/sets/122333-1/owens-mega-motorcycle/?inventory=1
1,30031
2,50861
1,18896
2,50862
2,99563
1,65521
1,6141
71038-1,https://rebrickable.com/sets/71038-1/oswald-the-lucky-rabbit/?inventory=1
1,88646
1,3069
10983-1,https://rebrickable.com/sets/10983-1/organic-market/?inventory=1
2,98224
3,31213
6,3011
2,98220
1,39927
3,40666
4,2302
1,3118
1,2390
3,31110
5,98225
3,14222
1,1962
1,10160
1,1970
1,44524
1,51262
10984-1,https://rebrickable.com/sets/10984-1/organic-garden/?inventory=1
3,4198
5,98224
5,98223
2,31213
2,98220
3,2354
1,1962
2,3664
2,84195
1,6510
1,40666
1,2325
2,2302
1,4672
1,79784
1,98225
1,1970
2,29304
2,11170
2,2300
1,3437
71037-7,https://rebrickable.com/sets/71037-7/orc/?inventory=1
1,88646
1,60752
1,2586
1,85861
9781780559483-1,https://rebrickable.com/sets/9781780559483-1/official-annual-2024/?inventory=1
1,65080
912305-1,https://rebrickable.com/sets/912305-1/obi-wan-kenobi/?inventory=1
1,88283
1,64567
1,30374
71800-1,https://rebrickable.com/sets/71800-1/nyas-water-dragon-evo/?inventory=1
1,63965
1,57360
2,15456
1,76923
1,3795
2,79846
2,18646
10,35480
2,93273
2,44728
1,72362
1,65138
3,3710
4,3022
2,3021
4,30357
2,15573
2,85984
6,11477
6,15068
2,24309
6,27925
1,22484
2,14417
2,14419
4,22890
2,79987
1,22885
5,11211
9,14704
1,6553
4,23443
2,79897
1,2540
1,3839
4,15571
1,98139
2,21459
4,98137
1,60470
1,32062
1,26603
1,11090
1,4032
1,33909
2,28870
5,85861
4,54200
4,87747
2,3004
1,3002
1,87081
2,87087
1,59900
6,2186
1,92582
1,3832
4,60897
1,76959
2,14769
2,15209
1,99206
71778-1,https://rebrickable.com/sets/71778-1/nyas-dragon-power-spinjitzu-drift/?inventory=1
1,92512
2,79987
1,28192
2,3069
1,11090
14,85861
2,98141
1,92290
4,92534
1,30367
2,28870
2,4740
1,30294
2,6126
1,27393
2,3023
1,2654
1,24201
1,32828
1,3070
1,10187
1,98138
71798-1,https://rebrickable.com/sets/71798-1/nya-and-arins-baby-dragon-battle/?inventory=1
2,93274
1,3003
1,44567
1,3021
1,41740
2,15706
2,30363
2,15672
2,6239
2,61332
1,3206
1,64225
1,90194
1,98071
1,98072
4,3004
9,3023
1,3666
6,3022
2,4286
6,3039
1,43712
2,92950
2,65186
2,46667
2,80477
1,60474
1,14417
1,13349
1,92947
4,60481
1,42876
3,85984
4,11477
1,3035
1,3958
2,70681
4,53941
1,63783
6,14704
2,73109
2,32607
2,30176
2,47457
4,2540
3,15573
2,3839
2,14769
4,2412
2,21459
1,47759
2,41531
3,2432
1,3214
1,1745
1,66906
1,87994
1,11090
2,87580
1,18674
1,3215
1,3001
2,33909
1,71752
1,3700
1,30385
1,6126
5,57906
40640-1,https://rebrickable.com/sets/40640-1/nutcracker/?inventory=1
2,87081
2,95344
7,78329
8,3021
2,60474
1,4081
6,35480
6,27925
1,14769
2,15712
7,3024
3,4032
1,24299
1,24307
3,22885
4,3941
4,3176
2,3710
16,15573
8,98138
2,11211
2,30414
2,3005
4,32952
3,3022
3,3020
2,41740
2,54200
11,11477
2,2431
7,3070
6,3069
1,96874
2,92338
2,85861
2,3622
3,3002
2,87087
2,6232
6,3023
8,15068
6,32062
4,59443
2,32013
2,6541
8,49307
10,60478
1,3623
4,6589
1,39888
1,36841
2,86876
1,59900
1,32034
3,32474
2,4519
41755-1,https://rebrickable.com/sets/41755-1/novas-room/?inventory=1
1,73825
1,42205
1,62698
1,53118
1,23969
2,23950
3,60581
8,3024
3,78329
1,3032
1,11476
3,60470
4,18649
2,15210
4,3069
5,20482
1,4522
2,3680
2,2496
1,3021
1,14769
2,3005
2,14716
10,3004
6,3010
1,87544
1,59349
1,3460
2,3660
4,14719
2,59230
1,30374
2,3937
2,63868
1,15712
1,10055
1,3941
2,3666
2,2420
2,4032
3,3068
4,99563
4,6091
2,67810
3,3023
4,3020
2,3034
1,6636
3,11090
2,98375
2,11253
9,98138
1,4006
2,37352
1,3035
1,92438
2,6134
5,6141
1,35480
2,24246
2,3679
1,33320
2,90370
2,3062
1,30136
4,15573
1,65509
1,85984
1,3298
1,30151
1,3065
1,27256
1,4533
1,42509
8,2431
2,3002
2,30237
1,92410
1,3626
2,90398
1,15068
2,64567
1,60592
1,10101
662304-1,https://rebrickable.com/sets/662304-1/ninja-zombie-and-tnt-launcher/?inventory=1
1,4032
1,3003
3,87580
1,87083
1,3031
2,3700
1,18787
1,3022
1,3713
2,3004
5007946-1,https://rebrickable.com/sets/5007946-1/ninjago-play-stories/?inventory=1
1,6256
1,4528
1,92585
1,4522
1,98368
3,3069
1,42876
1,4006
1,40925
1,29636
1,93568
1,98139
1,21459
1,25111
2,93058
1,41162
1,63965
1,24946
1,25269
1,38014
1,23986
9781780559544-1,https://rebrickable.com/sets/9781780559544-1/ninjago-nyas-powers/?inventory=1
2,87087
2,32828
2,63868
1,67687
1,4871
4,11477
2,48729
2,3005
2,24201
2,93555
2,59900
1,21459
97883253421429-1,https://rebrickable.com/sets/97883253421429-1/ninjago-nieustraszeni-ninja/?inventory=1
2,15706
1,99781
1,3020
2,61409
2,15573
2,11477
2,61252
1,15571
1,99563
4,21459
4,47458
41749-1,https://rebrickable.com/sets/41749-1/news-van/?inventory=1
2,11090
2,73562
1,15395
2,4595
1,87617
3,4740
1,19220
2,90370
1,2566
7,86996
24,3023
7,3020
1,3031
3,15573
1,71752
1,18651
1,32529
1,20482
6,15712
11,2412
2,2432
1,41948
1,22888
6,3004
11,3024
14,3710
14,3666
7,3034
1,11476
2,15672
4,11477
4,63864
5,6636
2,4162
4,98282
1,23443
2,93274
2,91988
2,34103
2,15210
1,89678
1,10197
1,6117
2,3668
5,32607
1,34172
1,65509
4,30136
4,3022
5,28192
5,3665
4,72206
1,65578
1,35809
1,92690
2,30374
1,87618
5,28802
1,3009
4,79756
4,60849
3,3460
4,3795
1,3032
4,85861
1,35480
3,48336
3,33909
4,99206
1,4697
3,4274
10,3070
9,3069
1,87079
1,3679
2,36840
4,44728
10,3005
2,49307
6,37352
1,4733
4,1927
2,3623
8,2420
3,3040
1,2431
2,4865
1,92198
10,15068
7,14769
5,3003
3,18653
1,3062
5,32828
7,4032
1,54200
3,32034
3,1126
2,24246
2,99780
2,87087
8,22885
1,60477
4,3749
1,6541
1,98138
1,3899
6,87552
2,3823
2,6141
1,21333
2,3622
2,13965
2,6091
6,6081
1,86876
2,30236
1,43898
1,24946
1,60581
2,78256
2,60470
1,3039
1,3037
1,24201
1,26603
3,69729
1,3680
1,4083
2,3001
1,2980
1,6231
1,2431
1,10103
71037-12,https://rebrickable.com/sets/71037-12/newspaper-kid/?inventory=1
1,88646
2,20546
1,61976
1,3068
75364-1,https://rebrickable.com/sets/75364-1/new-republic-e-wing-vs-shin-hatis-starfighter/?inventory=1
2,3957
10,36841
10,99207
1,41682
2,3009
2,92947
3,2877
6,52107
4,30414
1,79688
1,92582
1,93095
12,3386
33,3623
25,3022
9,3020
23,6141
6,4032
27,35480
15,15573
1,11476
1,60478
8,34103
12,33909
4,4304
2,18674
3,3298
26,11477
2,3708
4,32062
1,3705
1,3706
2,45590
4,18651
6,32064
14,3713
9,61332
6,32124
4,98138
2,3395
2,92738
6,99781
6,3004
6,1927
18,3024
28,3023
6,3460
2,24201
2,42924
19,3069
13,63864
6,2431
6,69729
3,25269
2,43723
2,43722
10,41770
10,41769
4,6091
4,23950
30,3710
12,3666
20,3021
4,11458
6,66956
17,15068
4,50950
6,6636
8,26603
1,67329
8,36840
6,73825
3,99780
6,44728
5,3005
6,3941
11,87087
2,47905
2,32952
4,11211
1,53923
4,69755
2,6231
6,4865
2,23969
4,86996
10,3795
2,3034
1,3029
7,2654
4,10247
1,87580
1,65509
9,85984
2,2310
1,3747
2,32802
3,87083
5,55013
4,59443
2,42135
2,32016
3,69819
5,32523
14,73230
8,89678
6,18654
15,3070
5,14719
9,24246
4,20482
5,15535
9,2412
1,2432
1,65886
2,2419
6,32123
10,2420
1,3032
2,61252
2,6179
2,28192
2,11153
4,87079
1,15712
2,48208
2,48205
2,92279
2,6587
4,69754
3,99563
2,79389
2,64570
2,3010
2,4070
10,22885
4,59900
4,37762
1,57360
1,50340
2,44568
2,60479
4,78329
1,3035
2,3036
2,32828
8,85861
9,32028
20,18677
4,88930
4,4519
2,57585
3,63869
4,6541
5,32000
1,32531
2,35186
10,65304
4,4162
1,1126
1,1748
2,66909
1,50955
1,50956
1,47397
1,47398
1,24299
1,24307
1,54384
1,54383
1,3001
4,64567
1,96874
2,87994
2,3737
2,15462
1,21849
2,30374
2,73111
2,4569
2,50337
2,15207
1,91988
1,60470
2,41740
2,30363
4,3297
2,3040
2,32803
4,3665
4,3676
2,32316
4,40490
3,3701
2,35787
4,22385
2,2450
1,90194
1,50305
1,50304
2,30504
1,10105
662305-1,https://rebrickable.com/sets/662305-1/nether-adventurer-and-enderman/?inventory=1
1,18787
10326-1,https://rebrickable.com/sets/10326-1/natural-history-museum/?inventory=1
2,93061
28,3484
15,78258
12,87994
5,30374
7,63965
29,11090
2,72869
28,23443
1,95354
5,36841
7,73825
29,99780
2,28802
10,6112
59,3010
178,3009
18,3008
19,3001
6,92950
2,44126
1,44375
6,60596
1,30089
94,37762
1,38648
4,41823
11,19121
1,2528
5,6134
122,3024
11,3386
15,60479
151,3023
74,3710
10,2445
6,91988
27,3020
15,3795
30,11212
9,3036
4,79194
18,32828
100,85861
8,2654
1,60474
12,68568
3,26047
61,35480
2,48336
72,15573
16,88072
2,78256
30,77850
17,41740
2,6583
2,26599
27,65509
9,18674
5,4697
3,85984
6,2310
3,24201
2,32803
1,67811
4,4599
2,18651
4,61332
59,3070
258,3069
42,2431
50,6636
13,27925
62,3068
3,26603
9,69729
5,79393
18,98138
69,20482
18,15712
41,99563
41,18041
13,60592
16,73878
3,3957
11,3062
11,86996
27,6141
52,87580
30,54200
4,42924
2,68211
33,37695
10,24246
34,25269
27,18853
11,24866
7,2423
2,2417
5,32474
1,61780
2,3031
5,30357
4,22484
1,3857
1,3811
8,79389
5,41682
58,3005
112,3004
46,3622
21,3002
7,2456
26,4733
7,4070
6,32952
3,59900
3,89522
9,90398
2,6231
19,4477
27,3623
39,3666
16,3022
38,2420
9,3034
2,3032
4,60470
44,32028
30,33909
11,4304
3,28192
5,3037
3,60481
15,3678
4,4460
8,3685
14,98560
3,11477
8,93606
4,3747
2,41677
2,32064
4,89678
3,27940
49,63864
7,14719
19,87079
2,35787
2,10202
2,41748
2,41747
2,41750
2,41749
4,2419
2,30044
2,60594
1,42205
35,77844
2,63868
30,60593
33,32607
2,34172
1,51270
2,15395
5,85975
26,14716
10,3003
58,2357
32,11211
2,95344
1,39262
1,49656
2,28621
76,3460
1,3844
2,2412
1,88489
8,2682
11,65578
12,36840
3,6111
2,73111
4,3633
5,3937
6,90370
3,78329
6,3832
4,3030
7,3958
1,60897
12,15070
10,34103
1,65676
20,22388
2,11253
3,4032
15,3044
15,3043
4,88292
10,80543
4,87087
48,98283
2,30414
18,4162
1,96874
1,64644
1,35485
2,64567
1,75937
1,4346
1,4345
1,95343
4,2980
2,40378
17,99207
14,30136
5,60616
1,3836
1,61975
4,87552
2,53119
6,60478
2,77845
2,15068
5,59443
4,3700
4,62462
3,27507
1,29602
2,3941
2,47905
2,11610
2,26066
12,4282
7,3033
2,18980
7,4510
1,4079
4,93273
2,3701
1,30385
2,10699
1,4042
2,30151
2,80683
45,60601
30,60602
1,60603
1,61252
2,30153
5,1748
2,64647
4,53451
2,92691
4,93160
2,41835
6,3007
1,4490
1,4588
2,48092
3,86876
2,28870
1,4740
2,38014
2,24946
3,87693
1,11062
6,33085
9,4367
2,3035
1,78257
1,49668
1,11476
8,30586
2,61409
4,60477
2,3039
1,29120
1,66956
6,11609
1,89679
3,18654
2,39739
1,6636
1,14769
2,67095
1,44709
1,20953
2,3899
1,93223
42153-1,https://rebrickable.com/sets/42153-1/nascar-next-gen-chevrolet-camaro-zl1/?inventory=1
3,3024
3,78329
8,59443
7,18651
4,32013
17,6536
19,42003
5,63869
2,32525
2,73507
9,60483
8,41677
4,32523
2,2825
9,32316
5,32524
12,71708
4,32140
2,32056
10,32526
1,39794
4,32000
1,39793
1,32270
2,18575
1,87761
2,71709
4,18944
4,11946
4,11947
8,89679
10,71682
8,22961
16,65487
17,18654
4,65304
105,61332
10,3070
2,63864
5,6636
2,30699
2,44309
2,56904
2,56145
2,3023
2,3022
2,93606
38,43093
2,32126
3,41239
3,69778
2,15458
4,42531
1,87080
55,42924
6,48267
3,65826
5,87083
2,32278
10,6575
2,10928
1,62821
3,27940
2,10288
9,32073
7,32184
4,69819
2,92907
2,32063
6,60484
1,64178
10,32123
13,4274
2,65489
3,3673
1,2819
6,85861
21,32062
4,3705
1,3707
6,11214
4,32291
11,3713
3,42195
1,24116
1,87086
2,61184
5,44874
2,66906
3,24316
2,15462
4,6589
10,32002
1,11478
2,32250
2,62531
3,62462
1,23948
17,4519
1,44294
3,32034
2,2853
1,10104
42158-1,https://rebrickable.com/sets/42158-1/nasa-mars-rover-perseverance/?inventory=1
1,3003
5,3024
3,4032
2,35480
2,35442
2,18674
1,11477
1,67811
11,3705
1,67695
24,59443
10,18651
13,32034
6,32016
4,32192
6,6536
13,32184
4,92907
2,73507
18,60483
30,32523
2,32348
19,32524
2,2391
4,32271
4,71708
1,61408
5,32526
2,2477
2,32250
2,39794
15,3713
1,32270
1,32498
15,32072
4,46189
52,65487
3,10197
1,65746
1,87408
154,61332
1,32124
1,69984
1,3068
1,87079
27,98138
2,55982
47,43093
12,32316
94,42924
3,65578
5,22484
6,87994
1,80563
8,87083
9,59426
1,55013
1,68888
27,11214
13,42003
18,32525
1,41677
1,50923
1,32449
2,40490
27,32140
2,99773
6,39793
1,24505
3,10928
2,32005
3,27940
14,18654
4,99012
2,92906
1,27938
3,15535
13,62462
6,10094
3,27965
4,30374
1,53923
6,98585
2,32828
1,10247
3,23948
34,4519
6,44294
1,42135
2,2736
1,64179
4,6541
23,32123
1,92693
12,4274
1,65489
8,44874
13,65304
1,44225
2,32494
2,18939
8,61903
1,67095
6,15712
2,24866
1,64644
2,23444
1,26047
20,32062
2,3706
9,32013
4,42195
28,89678
2,66906
1,15462
4,6589
2,32198
4,32002
1,43898
1,44728
1,99207
1,3004
6,3941
1,11211
1,4740
6,30292
1,57360
2,28974
1,33172
4,3023
1,3623
1,3710
1,3022
5,6141
2,87580
3,54200
2,85984
2,6553
1,32291
3,63869
1,32474
6,32278
1,11478
1,32065
1,60484
3,73230
2,32000
2,32064
5,15458
5,71709
4,64782
1,42531
1,24119
3,11946
3,11947
2,48267
2,88738
2,3069
1,26603
10,32073
2,10104
41801-1,https://rebrickable.com/sets/41801-1/my-pets-bracelet/?inventory=1
3,77814
16,98138
6,3070
20,25269
1,66821
3,77813
5007940-1,https://rebrickable.com/sets/5007940-1/music/?inventory=1
1,48729
1,99780
2,78666
1,87081
1,11211
5,3023
3,3710
1,3020
1,3031
3,54200
3,3069
1,50340
1,15573
2,36752
1,69947
9,85861
2,11253
1,3941
1,11833
1,3068
71038-9,https://rebrickable.com/sets/71038-9/mulan/?inventory=1
1,88646
2,22388
2,18034
2,6141
1,3062
71456-1,https://rebrickable.com/sets/71456-1/mrs-castillos-turtle-van/?inventory=1
3,22885
2,30414
2,50340
1,2445
1,35480
3,48336
4,32028
2,72132
1,18651
1,66906
1,15535
4,61254
12,43093
2,68211
1,30374
4,36840
2,49307
8,65473
1,21560
11,3023
3,54200
6,24201
1,29120
1,29119
1,14769
7,64567
1,20309
13,98138
1,92338
21,6141
1,60219
2,3668
2,24866
1,4499
1,18674
7,25214
2,89522
4,18041
4,2682
1,3941
1,57360
1,44568
1,92582
3,2980
1,3029
3,4032
2,14704
6,11458
1,15456
1,16091
2,4274
4,13971
2,37352
1,3262
1,49308
4,3021
13,85861
2,6541
6,3700
16,3069
2,3003
4,3623
2,3710
1,64951
13,24246
1,4738
1,4739
1,33172
2,20482
2,13564
1,20952
6,32062
3,89678
1,40379
1,98313
3,87994
1,63965
1,3563
4,3022
4,15573
1,68888
1,62462
1,26603
9,99563
12,6091
5,3024
12,3666
5,3020
1,3795
2,44861
2,15068
4,35789
1,44728
1,41682
2,87087
2,30136
3,59900
1,60474
3,2540
4,85984
1,2431
4,15712
2,30385
1,23860
2,23945
2,3823
2,4594
4,30153
1,6126
1,1995
2,93274
2,3005
4,14716
2,3245
1,11211
1,3822
1,3821
2,80326
1,60581
2,4477
1,3034
3,3035
4,30357
2,68568
10,41740
3,87580
2,11477
1,32803
2,52031
1,4871
1,3829
1,6239
4,65249
1,32064
1,32001
2,6636
1,69729
7,25269
4,2412
1,60594
1,67329
5,4519
1,64648
2,95270
1,10102
1,64647
71460-1,https://rebrickable.com/sets/71460-1/mr-ozs-space-bus/?inventory=1
2,3484
14,99781
17,99780
5,99207
6,64570
4,3005
2,54657
4,1927
2,77257
28,3024
5,4477
22,3023
9,3710
11,3666
5,3832
8,2420
14,3021
11,3020
3,3032
22,35480
6,2540
2,63868
6,60478
2,18649
8,11458
3,41740
4,99206
2,49618
16,15672
8,28192
2,24201
12,11477
2,13547
6,11153
4,3665
2,32062
1,3707
1,18651
4,32524
4,6541
8,32000
6,61332
4,63864
5,2431
2,3068
6,25269
3,15535
3,15712
12,99563
10,27263
4,24299
4,24307
2,90194
3,54384
3,54383
4,42610
2,56908
2,43093
16,42924
1,2630
7,20482
4,30374
4,3004
2,3009
19,15068
8,87079
1,64567
16,98138
1,37352
2,60479
8,3623
2,3035
9,4032
3,87580
5,85984
4,3040
3,29120
3,29119
1,69729
2,41770
2,41769
2,11090
2,23443
2,36841
8,28802
6,44728
1,3010
4,6222
2,67329
2,6233
2,4742
2,53923
6,69755
3,3022
2,4081
4,60897
4,60470
1,99021
1,1624
2,4286
4,1750
1,32803
2,55013
2,40490
12,26601
1,89522
1,79811
6,69754
21,2412
1,4006
2,13608
1,93789
1,60752
4,88292
6,49307
2,79756
4,30136
2,77258
2,3034
3,44861
2,3172
2,18677
2,2817
2,32073
1,4274
2,14719
2,11203
10,60592
3,18674
1,96874
1,2562
1,15573
7,59900
1,23945
4,6259
2,1995
45,6141
5,2654
1,45705
1,43898
2,54200
8,60601
1,60581
2,65886
1,41682
4,11215
2,6111
2,2465
4,3008
1,2456
2,3659
2,92950
1,87081
4,4070
1,3795
1,18980
3,48336
4,33909
2,3039
2,76959
1,64000
1,87614
4,3700
1,32001
5,3069
2,49153
2,22385
1,61485
1,41748
1,41747
2,65429
2,65426
2,30355
2,30356
1,48208
1,48205
1,42862
1,48165
1,43721
1,43720
4,3673
1,10102
71039-3,https://rebrickable.com/sets/71039-3/mr-knight/?inventory=1
1,15573
1,88646
1,99563
3,87994
1,3023
2,65578
1,3065
40586-1,https://rebrickable.com/sets/40586-1/moving-truck/?inventory=1
4,99781
6,99207
1,64570
9,3004
3,3010
2,79756
5,11610
1,30031
16,3024
10,3623
14,3710
1,4282
5,3021
2,3795
3,33909
1,93273
1,3829
11,25269
2,20482
4,18977
4,66727
2,98282
1,2496
7,41740
3,32828
6,11477
13,3069
25,98138
1,65509
1,4079
4,87087
5,54200
5,3070
1,79743
2,36841
5,4740
1,3032
2,1745
2,40687
1,2415
5,3023
1,3022
2,6636
2,2412
3,6141
2,15208
2,36840
6,99780
2,3005
2,14716
4,2357
4,49307
1,92262
1,92263
1,4865
2,3031
2,79491
2,60897
1,11476
3,15068
1,45677
1,3068
2,18974
2,2877
1,3836
2,2420
2,3020
17,2431
2,27925
2,15573
2,41682
1,60601
2,23969
1,60581
1,3033
1,32028
1,69729
5,11203
1,60592
1,3823
2,2453
4,3245
1,2456
2,80683
1,42205
2,59349
4,3460
4,3665
4,87079
1,10102
71039-2,https://rebrickable.com/sets/71039-2/moon-knight/?inventory=1
1,15573
1,88646
2,3757
2,98138
2,65578
60397-1,https://rebrickable.com/sets/60397-1/monster-truck-race/?inventory=1
6,99780
1,28802
4,3005
4,3010
2,3832
2,4081
1,15573
14,78256
1,77845
2,4304
1,64799
1,15068
1,32802
2,3829
8,32192
10,61332
1,61485
8,44309
2,24866
2,22388
1,57360
2,69755
2,15400
2,2420
8,86996
2,35480
2,54200
5,3666
6,3020
2,3034
4,85984
2,11203
1,50943
1,61072
2,62462
1,2412
1,92582
4,18649
8,32013
2,4274
2,3001
7,3023
2,3031
4,3022
2,64648
2,60897
7,98138
8,77808
3,59900
4,56145
2,69767
2,53451
2,11211
1,60474
6,11458
13,32062
8,3713
4,28326
1,87994
2,47905
