Quantities,PartID
19,3024
13,3023
13,3710
4,3022
2,29120
2,29119
4,3665
4,36840
1,99207
2,6091
3,3941
2,4495
1,3021
1,60897
2,60470
2,18649
1,18674
1,2454
2,3659
2,3062
4,26604
6,59900
1,3960
3,64647
4,87087
2,3031
2,35480
1,11476
6,24201
4,11153
6,98138
2,3680
10982-1,https://rebrickable.com/sets/10982-1/fruit-and-vegetable-tractor/?inventory=1
3,84194
3,11248
1,69711
1,98224
1,98225
1,3118
1,2390
2,98220
2,1970
1,15320
1,15581
1,31110
1,2354
40630-1,https://rebrickable.com/sets/40630-1/frodo-gollum/?inventory=1
1,44728
4,2420
2,3958
2,15573
2,41740
3,2431
3,87079
6,98138
1,3004
1,64648
1,99780
2,3003
2,26604
7,3022
24,3024
3,11010
5,6141
20,3023
2,3020
8,3710
6,11477
4,50950
5,3070
2,3068
3,25269
2,3005
1,66964
18,22885
1,4032
1,14716
1,3941
2,35480
5,3021
6,32028
2,34103
7,33909
1,14719
1,26603
2,3622
2,4070
4,11211
4,11212
2,61252
2,11476
4,85984
2,3069
5,63864
2,20310
2,86996
5007945-1,https://rebrickable.com/sets/5007945-1/friends-play-stories/?inventory=1
2,2496
1,46303
1,30089
1,11568
1,42511
1,79743
1,15470
1,53019
1,3068
9781780559551-1,https://rebrickable.com/sets/9781780559551-1/friends-make-new-friends/?inventory=1
1,69901
1,93160
30634-1,https://rebrickable.com/sets/30634-1/friendship-flowers/?inventory=1
3,16770
9,37762
8,26604
2,4032
1,60474
6,3022
5,54200
8,15068
2,24593
12,11477
5,25269
3,49309
4,27925
1,75937
8,61252
4,87994
1,11833
4,24299
TRUHEARTBOX-1,https://rebrickable.com/sets/TRUHEARTBOX-1/friends-heart-box/?inventory=1
1,11609
1,80674
4,27925
2,24866
1,2423
1,32607
2,6003
2,32606
1,39613
1,3005
2,3622
2,2357
1,48092
2,6141
2,63864
2,2431
41758-1,https://rebrickable.com/sets/41758-1/friends-advent-calendar-2023/?inventory=1
1,3878
5,32607
6,3710
10,87580
1,85984
3,3069
1,84307
2,2821
2,3623
2,3022
3,3021
2,4286
1,18746
2,6541
17,98138
1,46303
1,99781
2,4733
1,3837
2,3023
2,14417
2,3045
1,69901
1,10055
2,3659
3,98283
1,42876
13,3062
1,2496
1,4528
1,59900
1,4740
1,1613
3,4032
10,54200
4,24307
4,41769
1,3003
2,14769
1,11602
1,99207
2,32828
4,41740
1,2817
2,63082
6,67687
1,2412
2,33183
2,18653
2,4865
2,23969
4,3666
1,30150
5,86996
1,2431
1,33172
3,24866
1,85861
1,11609
2,20482
1,6183
2,37352
3,2921
1,43898
1,33078
1,22667
1,60474
1,61252
3,60897
1,35480
1,88646
2,3300
2,3039
12,50254
1,53119
1,18852
1,24111
1,15573
1,60032
1,25269
1,37775
1,93160
1,2650
1,3168
2,49307
1,20953
1,28621
1,93273
2,32474
2,3673
30655-1,https://rebrickable.com/sets/30655-1/forklift-with-pallet/?inventory=1
2,42135
16,41677
4,32449
3,32140
2,32250
1,44874
4,50951
4,42924
2,87083
2,32184
2,40490
1,10928
4,4519
3,32523
2,3673
1,32905
4,42610
4,32062
3,3705
2,6536
1,71708
4,24316
1,15462
2,3622
1,3002
1,39888
2,4162
1,59900
71037-1,https://rebrickable.com/sets/71037-1/football-referee/?inventory=1
1,88646
2,3069
1,26562
40588-1,https://rebrickable.com/sets/40588-1/flowerpot/?inventory=1
4,11211
6,32062
1,3705
2,43093
10,63965
5,11090
3,16770
40,37762
1,11610
2,10884
20,32607
4,65783
43,24866
4,78258
4,90258
3,89678
2,99021
2,19119
2,4151
4,3245
5,59900
2,53031
15,85861
3,27262
4,22885
1,74611
1,4032
8,32606
7,24855
16,1566
3,32828
1,11477
2,59443
1,32016
2,62462
3,15712
2,53923
4,2357
12,35480
8,34103
2,11213
3,20953
5,6141
4,60470
16,24946
71417-1,https://rebrickable.com/sets/71417-1/fliprus-snow-adventure-expansion-set/?inventory=1
1,45590
6,61332
2,3005
3,87087
5,3666
12,3021
11,3020
1,3958
7,66792
4,89681
4,73832
27,54200
4,3040
3,3039
1,18654
1,42924
4,3068
1,26603
12,3004
35,3023
6,30363
9,3069
1,22385
1,11211
1,22885
14,3022
4,6541
6,14769
4,3005
4,3010
13,6091
10,3710
2,15573
1,34103
10,24201
11,15068
1,79846
3,99780
1,86996
3,13548
5,3942
10,15469
1,65578
2,79389
2,73562
1,3003
4,32952
1,6134
3,3623
5,18677
6,11458
1,3298
1,28192
1,4871
2,32000
7,4274
3,77765
4,3673
2,98138
1,61485
1,42610
1,15395
2,4865
2,3795
2,3031
3,30357
1,66789
1,87580
3,85984
4,93273
4,32526
5,63864
1,2431
3,6636
1,27925
6,35787
4,3160
10,25269
2,68869
2,27263
4,26604
2,49307
2,87079
1,96874
1,66858
7,85861
1,32062
1,67013
5,3957
1,68211
1,87618
1,11090
6,3062
1,15397
1,26047
5,35480
1,62462
5,20482
1,15712
1,30136
2,2654
1,99008
1,3749
4,87544
6,3024
7,49668
2,30294
2,30293
1,3161
2,47847
2,78886
5,37775
3,36841
2,99781
1,28802
3,99207
5,22886
3,3009
2,2357
1,3001
1,14395
1,79756
4,53540
1,30237
2,67329
1,3937
1,4477
1,91988
2,2420
3,3034
11,6141
1,4032
2,60474
2,18980
3,66790
2,3176
10,18674
2,4286
1,22388
1,3038
2,4460
1,98560
2,11477
5,32803
1,50950
6,3665
1,22889
1,32523
2,40490
1,32140
1,73230
2,32064
4,4185
2,67095
1,51739
1,41770
2,66788
1,44728
1,3004
2,37352
1,10314
1,66859
1,4519
60375-1,https://rebrickable.com/sets/60375-1/fire-station-and-fire-truck/?inventory=1
1,2569
3,4083
1,6020
2,19220
1,3710
3,3034
6,14719
1,49153
4,87697
1,3835
2,4079
2,6254
3,87994
1,3009
1,3062
1,71772
2,95270
1,15207
3,41740
4,71771
1,12622
1,3899
6,87079
1,3837
1,57539
1,3002
1,84868
1,3963
2,2629
2,44861
1,26599
2,93273
2,73109
1,3245
2,49311
2,2357
1,3001
4,70681
1,60475
2,60583
1,11211
4,80400
2,23950
1,39767
2,98560
4,2431
2,60594
1,60598
3,3007
2,4865
2,87544
2,24314
1,4594
5,3069
1,4533
2,42509
4,6126
3,59900
1,4740
2,15573
1,11267
2,11477
6,3068
2,3005
1,92410
1,3040
1,3829
4,6014
1,3022
60373-1,https://rebrickable.com/sets/60373-1/fire-rescue-boat/?inventory=1
1,6190
1,6140
1,92710
1,3004
2,2980
2,60477
1,4079
2,3829
1,43093
1,92711
1,3002
1,47457
1,4349
2,69755
1,35480
1,3839
1,15535
1,3022
3,6141
2,85984
1,15068
1,61072
5,2412
1,87079
1,30150
3,44728
1,14718
3,15573
2,4175
1,88646
2,60481
1,78611
2,37352
2,47456
1,99207
3,3010
2,88292
2,87087
2,2877
1,11458
4,41740
4,3040
2,93273
4,3068
1,22385
1,2419
1,13269
1,24316
2,6111
1,3031
1,81911
5,54200
16,98138
6,4865
2,35299
1,2654
2,6126
3,3023
2,3710
1,3795
1,18646
1,11477
1,99780
3,3009
1,25892
1,41812
2,69767
1,3020
1,32184
1,10101
1,2447
472302-1,https://rebrickable.com/sets/472302-1/fireman/?inventory=1
1,41160
1,46376
952301-1,https://rebrickable.com/sets/952301-1/fire-helicopter/?inventory=1
1,2397
1,3031
1,4623
1,67737
2,6636
1,2460
2,3666
1,76766
1,3022
2,80324
2,3040
1,93273
1,43713
2,3024
2,54200
2,3023
1,90194
42152-1,https://rebrickable.com/sets/42152-1/firefighter-aircraft/?inventory=1
2,32580
6,3706
13,59443
4,42135
11,18651
2,73507
21,32278
1,71710
2,60483
18,41677
18,32449
27,32524
1,6629
3,67491
3,32270
1,87080
1,87086
2,87408
2,66906
260,61332
2,92409
4,61254
2,55981
26,43093
2,69778
166,42924
2,69779
4,87083
1,55013
2,6575
1,18940
1,18942
6,99012
1,81346
10,32073
1,60485
2,57585
4,32013
6,6536
12,32184
36,32316
4,32063
6,32348
2,40490
21,32140
1,94925
1,92693
6,4274
2,2393
9,44874
4,44809
4,18654
3,3673
1,89953
2,61903
2,42610
4,13971
2,3942
2,4032
1,3708
5,32062
4,3705
4,3707
19,11214
18,42003
2,63869
12,32525
12,41239
12,43857
37,32523
8,6632
7,11478
3,2391
1,80286
5,60484
14,3713
1,18946
8,15458
8,71709
6,18945
2,18944
1,64683
1,64391
7,11946
7,11947
2,22961
9,65304
1,85544
2,24316
4,15462
6,3749
3,6589
2,32198
11,32002
5,39888
3,6141
5,98138
10,3941
1,65249
27,4519
4,44294
10,71708
2,32526
2,14720
2,99773
5,32123
2,39793
6,62531
4,24119
1,64681
1,64393
1,2438
1,2442
25,65487
15,62462
2,60208
1,10104
60374-1,https://rebrickable.com/sets/60374-1/fire-command-truck/?inventory=1
2,48729
2,79389
2,73825
2,99780
2,2465
5,3009
2,3006
5,3001
4,2456
2,47457
1,2921
3,2877
2,37762
1,19220
2,23444
13,3666
2,2445
11,3795
4,3032
1,3958
2,85861
6,2654
2,15070
1,26599
4,2421
4,85984
2,4286
5,3039
1,3747
1,14226
1,6536
3,6541
3,61332
8,35787
4,15712
2,99563
5,50951
4,93595
6,55981
1,60594
1,76766
6,60897
1,3829
3,43093
4,63864
4,3068
2,2432
2,3036
2,24866
2,78258
2,3003
4,77808
1,30395
3,69755
1,49743
8,23969
1,14718
1,14704
4,63868
4,32028
2,92099
2,32802
1,3701
8,6636
9,2412
1,66909
1,2417
2,20482
1,30194
1,4006
1,39802
1,3004
1,32607
6,3022
8,87079
1,42445
1,6020
2,4346
5,3245
11,30136
4,34816
1,22885
2,69754
2,60581
4,3710
2,3832
2,3021
1,3033
1,2540
2,11458
4,66897
2,67687
3,40687
2,64799
10,15672
4,3037
2,3665
1,78333
1,2736
2,3069
4,2431
1,61485
1,67900
2,4345
2,99207
6,3622
5,87087
2,30237
2,3822
2,3821
1,41854
2,4865
2,23405
2,4477
6,2420
4,99206
5,54200
1,32739
1,29120
1,29119
11,15068
1,52031
1,22889
2,27263
2,65886
1,40378
2,6091
2,78666
18,3023
7,3020
4,61252
5,44728
1,71752
1,3749
1,39888
2,70694
29,98138
5,6141
2,92474
2,3062
1,35336
2,70880
1,18980
2,11477
2,28802
1,70646
1,60474
1,41740
3,87580
2,28192
2,93273
1,76959
1,4871
2,32013
2,32064
2,18654
2,14719
2,35459
6,28326
1,3899
2,3673
1,10101
1,2447
77012-1,https://rebrickable.com/sets/77012-1/fighter-plane-chase/?inventory=1
4,48729
3,36840
2,44728
4,31990
1,27150
1,6134
2,3460
1,60474
6,68568
1,3839
4,34103
4,15456
2,71752
1,99206
1,3705
4,3713
1,32270
4,2431
10,98138
1,67095
4,15712
2,92409
4,18977
4,1846
1,3710
2,60478
1,63864
6,73825
1,73562
2,3004
2,3010
3,3001
1,6091
1,30165
1,47457
2,6081
2,30414
2,67446
2,30170
3,69755
1,4865
15,3024
2,4477
6,3623
1,4282
4,3020
3,3795
1,3035
4,35480
4,15573
2,10247
6,33909
7,54200
5,85984
1,28192
1,3040
5,11477
2,93273
1,72454
1,68888
4,6575
4,26603
4,2412
2,30132
2,41768
2,41767
2,26601
1,2419
1,28326
1,3464
2,73831
1,23444
2,69754
2,61409
1,19119
9,65578
1,28802
1,76766
1,3003
1,37352
1,17485
1,68013
6,4070
2,26604
1,64644
1,3937
4,3666
1,91988
1,3034
3,32828
10,6141
2,30357
4,14704
1,41740
2,26599
2,88930
2,24201
1,29120
1,29119
3,15068
4,32803
2,13547
1,3829
1,44294
2,11478
1,73109
7,32123
3,4274
4,3070
3,3069
2,4162
1,98549
1,90194
2,14181
2,78443
2,78444
2,13548
2,42610
4,55981
1,2655
1,4738
3,3021
1,4449
2,61975
1,3678
1,15462
1,80835
2,2450
4,49307
13,3023
5,3022
8,99207
6,2420
1,30565
1,2540
1,65509
6,3749
1,85941
1,81911
3,85861
2,2654
2,6126
2,3005
1,3002
2,20952
1,65676
4,3665
4,14719
1,43723
1,43722
1,10069
76914-1,https://rebrickable.com/sets/76914-1/ferrari-812-competizione/?inventory=1
4,36841
10,36840
2,79389
7,99780
2,41682
2,3622
3,3009
2,49307
3,37352
4,4070
1,50949
1,2446
2,3938
3,3024
5,3710
1,3795
2,3031
4,35480
4,34103
3,41740
3,33909
8,54200
1,4286
7,11477
3,29120
3,29119
1,93273
1,3829
3,24246
5,3069
7,2431
8,35787
8,98138
16,25269
1,4006
1,3385
2,51739
3,69755
1,3666
4,15573
4,26601
1,2419
2,3668
3,3937
1,6134
8,86996
12,3023
1,3021
5,85861
1,73109
2,69767
8,72210
4,72206
8,73825
1,99207
2,3005
1,2456
2,52107
1,15207
2,3623
2,2420
8,6141
1,85984
2,15571
1,15068
1,80177
1,80178
1,93606
3,3070
2,6636
2,27925
1,3068
1,66857
1,11291
1,65429
1,65426
1,43710
1,43711
4,3387
4,3749
1,65633
2,2447
2,99781
1,3002
1,22885
4,3020
1,10103
10986-1,https://rebrickable.com/sets/10986-1/family-house-on-wheels/?inventory=1
1,3011
1,84195
1,31042
1,27383
2,49570
2,65273
1,27396
1,65110
1,31070
4,76371
4,31110
1,90265
1,24911
1,38909
1,65243
1,44524
2,14721
1,4672
1,65112
1,18520
71037-5,https://rebrickable.com/sets/71037-5/falconer/?inventory=1
1,88646
1,2580
1,4499
41803-1,https://rebrickable.com/sets/41803-1/extra-dots-series-8-glitter-and-shine/?inventory=1
64,25269
12,72046
27,98138
11,65092
60377-1,https://rebrickable.com/sets/60377-1/explorer-diving-boat/?inventory=1
2,54657
2,3710
4,32828
3,32270
1,44751
1,67040
1,10228
1,24085
1,15279
1,30093
2,64648
2,53020
1,33121
2,3498
1,92081
2,49577
1,18980
4,3622
1,18674
1,2419
1,11090
1,53923
3,87580
2,20482
2,11213
1,92338
1,67229
1,14518
5,48729
1,30150
2,34816
1,44568
2,23969
5,85861
2,44861
1,88072
2,85984
1,3068
7,24866
2,30357
3,3020
4,48336
6,3040
1,11477
3,15068
1,2431
2,13731
2,3062
4,10190
3,3022
2,3795
4,15573
3,3700
1,87079
1,2343
17,98138
1,4790
1,26047
1,4738
1,4739
1,67337
3,3003
1,18838
4,3749
2,30367
2,3065
1,46413
2,98313
1,4289
1,15254
1,3633
1,44301
2,93095
2,4081
2,60470
2,10247
2,61409
1,3829
2,2340
3,3069
71038-16,https://rebrickable.com/sets/71038-16/experiment-626-stitch/?inventory=1
1,88646
2,13608
76414-1,https://rebrickable.com/sets/76414-1/expecto-patronum/?inventory=1
14,44728
25,99207
4,18653
4,14395
6,6091
1,37352
6,70681
8,3941
4,26604
31,30136
2,10249
1,19119
87,3023
12,3710
6,3666
6,3795
1,3035
2,3036
9,4032
2,60897
2,33909
1,3705
6,3709
5,3738
52,3069
1,6636
1,26603
2,43093
4,40379
5,53451
2,36841
10,3004
6,6005
4,25214
4,87081
8,76797
8,4070
4,11211
8,24866
3,32607
4,3623
11,3021
16,3020
4,68568
2,30565
2,26047
1,15573
12,60478
4,27261
40,54200
1,3039
10,24201
12,11477
12,29120
12,29119
6,15068
5,80177
5,80178
6,11153
1,3660
2,32192
2,73230
2,10197
3,87079
4,15712
4,61485
3,6565
3,6564
1,47753
4,24299
4,24307
7,43723
7,43722
2,54384
2,54383
1,43710
1,43711
1,42862
1,48165
4,78886
6,18853
5,6141
1,18674
3,67329
3,3460
2,3700
7,89678
4,4733
1,30000
4,44861
4,78256
2,60470
4,26601
3,2456
1,96874
5,20482
2,36752
3,3003
1,18980
10,98138
5,2654
19,25269
6,22385
1,27262
8,28870
1,4740
9,3024
13,85861
4,11833
12,49668
6,93274
6,32606
2,3022
6,2420
4,11458
1,60485
31144-1,https://rebrickable.com/sets/31144-1/exotic-pink-parrot/?inventory=1
4,53451
13,3023
7,6141
10,4032
2,99206
1,50950
2,32062
1,3705
1,92907
2,27940
2,98138
1,43093
3,33183
1,2417
10,3020
2,60478
10,11477
10,2431
3,3004
9,37352
2,3710
1,2654
2,30565
7,15068
4,11153
2,32952
1,32028
4,11090
2,99021
2,87083
1,89678
1,10288
4,3039
2,32803
2,6005
2,22885
4,3021
1,4871
2,42135
4,32123
3,3068
1,69729
10,25269
2,64225
3,60474
1,15535
1,43723
1,43722
2,22888
2,14704
1,60485
2,2736
4,2423
2,4070
4,3022
1,3298
1,93606
2,32064
2,3069
1,43719
2,3034
1,60470
1,29120
1,29119
2,24246
4,32607
2,3795
2,98313
5,3941
3,59900
2,98284
1,59443
2,2540
1,41682
2,26604
2,4216
3,67329
8,61252
3,35480
1,15573
8,11476
2,75937
1,3002
4,24866
31136-1,https://rebrickable.com/sets/31136-1/exotic-parrot/?inventory=1
5,53451
13,3023
9,6141
10,4032
1,50950
2,32062
1,3705
1,92907
2,27940
3,98138
2,32952
2,3795
2,30565
2,99206
1,29120
7,15068
4,11153
1,43093
3,24246
1,2417
12,25269
3,3004
2,3034
3,3068
1,43723
1,43722
9,37352
2,3710
2,6005
2,4070
10,3020
1,3298
1,93606
2,3069
10,2431
1,69729
4,11090
2,99021
2,87083
2,89678
1,10288
4,3039
2,32803
1,32028
1,3002
8,11477
1,60474
1,15535
2,22888
2,14704
1,60485
2,2736
4,33183
4,2423
5,24866
4,32607
4,3021
4,3022
2,98313
5,3941
3,59900
2,98284
1,59443
2,2540
1,41682
2,26604
2,4216
3,67329
8,61252
3,35480
2,75937
2,22885
1,2654
1,60470
2,60478
1,4871
2,42135
2,32064
5,32123
2,64225
75356-1,https://rebrickable.com/sets/75356-1/executor-super-star-destroyer/?inventory=1
6,99780
6,99207
1,93274
2,22886
5,3010
1,49311
5,3008
4,2357
1,3007
2,88292
2,18653
3,52107
8,6134
4,1927
16,3023
1,2445
8,3020
13,3795
2,3029
2,3031
11,2654
12,15573
1,6179
2,15672
2,32803
1,32802
5,2431
7,87079
5,69729
28,99563
7,3710
41,6141
1,3005
4,37352
2,4070
4,87087
4,32952
1,30414
7,33492
6,85975
8,3937
1,44301
5,30383
2,4865
22,3024
10,3623
1,78329
3,91988
7,3021
1,3035
2,85861
2,79491
1,61252
3,35480
8,32028
2,79987
1,4590
7,41740
2,6180
8,61409
3,85984
3,3299
1,3049d
3,3044
12,11477
18,3070
14,6636
10,26603
3,98138
8,15712
28,2412
2,22385
8,47397
8,47398
4,24299
4,24307
7,51739
3,43723
3,43722
1,90194
3,41770
3,41769
2,22885
6,36840
2,79389
1,47905
1,50340
1,60479
2,2420
10,3032
4,32828
2,1745
1,4032
2,18980
1,66792
5,26047
2,2540
4,60478
2,3176
2,6179
6,54200
2,24201
2,93273
3,35464
8,63864
16,14719
4,35787
6,27263
2,65429
2,65426
2,2450
2,2419
1,43719
10,78443
10,78444
2,54384
2,54383
1,50305
1,50304
1,96874
2,4282
2,42445
4,3069
1,3666
2,3832
40619-1,https://rebrickable.com/sets/40619-1/eve-walle/?inventory=1
4,99780
10,3023
6,3022
2,3958
2,41740
4,61409
9,3070
8,3069
2,2431
2,14769
2,24866
2,37695
3,4032
8,3010
1,3010
3,3031
2,3003
2,30414
6,99206
2,4070
2,32803
4,3068
4,87087
2,67329
1,54662
1,54657
1,92582
10,3024
4,3623
1,61252
1,60897
3,98138
1,98368
3,3941
2,85861
1,35480
2,24246
1,6223
8,11211
2,3004
4,86996
4,3021
2,33909
4,85984
4,88930
4,3676
1,87079
2,22385
1,25269
77013-1,https://rebrickable.com/sets/77013-1/escape-from-the-lost-tomb/?inventory=1
11,99780
4,28802
4,41682
6,3005
5,14716
12,3010
10,3009
8,11211
8,3024
8,3623
8,3666
16,2420
8,85861
4,4032
2,26047
2,44861
6,15573
8,99206
4,60477
8,54200
12,85984
10,3040
11,11477
2,66956
7,15068
2,93273
1,45590
1,73230
1,3701
2,61332
11,24246
5,2412
4,87620
2,51739
1,43093
6,44728
6,3004
2,3001
11,87087
20,3023
6,3710
15,3022
10,3020
4,3795
1,49668
2,3660
4,27925
4,3068
6,87079
3,99563
3,24299
3,24307
2,41770
2,41769
7,30115
5,3031
4,3070
5,63864
1,6636
2,69729
6,3622
2,3008
1,2456
4,26604
4,6232
2,23950
6,3021
2,3034
1,3036
8,33909
4,28192
4,24201
1,59443
1,11214
2,32278
1,40490
8,6541
11,32000
2,18654
8,3069
5,25269
2,28588
12,3062
14,30136
1,91405
1,92438
3,4286
2,3039
2,60481
5,3665
5,2449
1,13548
2,99781
2,99207
1,3002
2,15254
1,52107
1,6134
2,87544
2,59349
3,3958
2,60474
4,18677
1,87580
1,3678
1,98560
1,32803
1,4519
2,60483
2,61408
2,3894
3,4274
12,3673
8,15712
2,61485
3,95344
18,6141
3,3839
3,98138
1,61976
1,64644
1,61975
1,24316
1,15462
1,3032
1,6111
1,2465
2,3245
6,2357
1,3007
1,3941
4,15533
3,3832
2,4460
1,26601
2,30503
2,6106
4,64647
3,37775
1,10075
71038-10,https://rebrickable.com/sets/71038-10/ernesto-de-la-cruz/?inventory=1
1,88646
1,25975
75353-1,https://rebrickable.com/sets/75353-1/endor-speeder-chase-diorama/?inventory=1
4,93061
3,78258
5,87994
4,72869
4,36840
4,73825
8,99207
2,93274
4,3622
6,3010
1,49311
3,3009
1,3002
2,4733
8,11211
28,22885
2,85975
4,79811
5,60849
1,3937
1,6134
12,3023
4,78329
3,3666
2,3460
3,4282
14,3021
5,3795
4,3034
4,26047
16,35480
6,15573
5,32028
4,77850
5,99206
5,3070
16,3069
12,2431
9,4162
1,87079
1,69729
11,20482
4,15712
1,99563
3,92738
4,66909
3,15279
30,32607
6,37695
6,3022
1,3004
10,67329
3,58176
3,85861
8,89678
14,25269
14,2417
5,3623
7,11212
7,22385
5,43723
5,43722
9,2450
18,54200
2,3040
5,85984
14,11477
6,29120
6,29119
24,2682
16,24866
1,86996
3,92438
8,2412
14,2423
1,96874
7,40379
2,41682
2,18653
5,78666
1,87087
12,3710
11,3020
7,11458
9,41740
3,87580
18,65509
8,15672
2,28192
1,3068
4,26601
1,41770
1,41769
4,49307
3,30374
3,65578
1,64567
76266-1,https://rebrickable.com/sets/76266-1/endgame-final-battle/?inventory=1
2,36840
3,44728
9,3004
12,3622
2,3010
3,3008
1,3003
7,2357
9,3002
1,3001
3,3941
4,58846
1,60475
2,30237
4,39789
2,3831
1,90398
1,14718
8,3023
13,3710
4,78329
4,3666
6,3020
5,3795
15,4032
2,18980
1,66897
4,33909
5,15706
17,4286
1,3298
22,3040
2,76959
1,16091
2,32062
4,3705
1,3706
5,32016
6,32064
3,22961
1,66906
2,61332
7,3709
2,32001
2,3738
9,3069
1,14769
1,11209
7,14413
2,26601
5,43093
19,54200
2,63864
6,6636
1,14719
8,27507
1,3484
4,70681
1,30361
6,15533
2,59900
3,1927
1,75902
3,3832
1,4282
4,3021
12,11212
3,3030
2,3032
1,87580
1,66252
4,28192
1,3747
1,32192
2,99012
1,20482
2,87620
8,2450
2,2419
3,6106
3,43711
3,87994
14,3062
6,90258
8,87552
25,35480
1,3039
1,36756
8,2420
1,3958
1,30357
8,11477
1,2449
2,13548
1,93789
1,18031
1,30374
5,65578
2,99780
1,28802
6,2456
6,4070
33,26604
32,11211
24,98283
1,3937
1,15207
20,3623
2,3460
2,3031
30,85861
3,2654
1,60474
1,14418
10,64799
8,3665
5,4519
1,73230
1,6541
1,15535
2,2412
7,27263
1,75904
2,78444
1,48205
1,11208
2,87087
6,3024
2,44861
3,48336
1,96874
2,25214
2,15407
3,95347
1,3707
1,89678
2,3245
1,6134
2,88072
2,60478
2,60481
16,87079
1,69729
2,15712
1,30503
3,41770
2,3009
1,3701
4,36451
2,4042
2,79194
3,61252
6,98138
1,64647
2,27393
2,4740
1,10509
1,20313
1,20312
1,30340
1,26047
2,15573
1,78256
1,65509
2,59443
2,3700
4,2431
8,3068
10,26603
8,35787
1,10104
75352-1,https://rebrickable.com/sets/75352-1/emperors-throne-room-diorama/?inventory=1
6,36840
6,99780
4,41682
12,3005
3,3004
12,3622
6,3010
1,49311
2,3009
4,2357
3,3001
2,49307
2,78666
16,3062
6,3941
1,4733
4,4070
16,30136
6,11211
2,3937
2,3938
34,3024
4,4477
50,3023
8,3623
15,3710
2,3832
4,4282
12,3022
2,3021
5,3020
12,3795
3,3034
1,11212
3,3036
7,6141
2,4032
3,60474
16,61252
13,15573
2,75937
4,33909
5,99206
4,85984
5,11477
3,15068
5,35464
3,32062
2,2730
2,3895
2,2723
7,61332
12,3070
21,3069
3,63864
13,2431
18,4162
9,87079
1,69729
2,20482
1,35459
28,11476
2,98313
2,93609
4,30374
2,63965
4,36841
4,18653
2,15254
1,16577
2,30414
8,1927
6,3666
4,2420
1,3030
12,26047
4,87580
8,6179
6,87083
2,32192
6,73230
4,6541
4,32000
11,6636
6,3068
3,1751
1,24299
1,24307
1,48208
1,48205
1,27448
1,87087
11,30377
12,73825
1,3003
2,3007
1,22885
1,7543
2,4865
1,60479
3,32828
10,32028
7,41740
3,4697
14,61409
4,4286
10,3040
4,4460
2,4287
4,3665
2,76959
2,2449
1,44294
2,32016
2,32525
2,32009
4,3700
5,3713
2,14719
2,27507
5,98138
4,15712
10,2412
4,65429
4,65426
13,3233
3,64567
1,96874
21,89678
4,3749
4,32064
1,50990
13,60602
17,54200
2,59233
3,32123
5,4274
1,19917
60371-1,https://rebrickable.com/sets/60371-1/emergency-vehicles-hq/?inventory=1
1,3957
2,4083
1,63965
3,23443
1,79389
1,99781
3,28802
1,44728
2,99207
14,3005
3,6091
2,3062
3,59900
1,3185
1,33078
4,44301
2,50334
12,3666
2,2445
2,3021
6,3020
7,3795
1,3036
2,79491
3,48336
12,15573
2,11458
1,66897
1,2817
2,33909
8,67688
1,2421
1,67737
3,15210
4,85984
1,30602
9,15068
1,32124
3,3070
27,3069
9,87079
1,99563
2,50861
4,11209
4,56890
4,51739
1,41770
4,6014
1,60032
2,6111
2,2465
4,3004
8,3245
2,3009
2,30237
6,3024
4,86996
2,80015
2,87609
2,4079
7,3039
2,60481
2,52031
9,3665
2,43093
3,63864
5,14719
25,2412
1,3680
1,60212
1,2628
2,2417
6,32607
2,41948
1,53020
1,93092
2,87087
2,93095
4,20482
2,65886
1,73562
2,47457
4,30136
7,77808
1,69958
1,30248
2,69755
6,3623
1,78329
3,3022
2,3032
4,35480
4,32028
1,72132
2,15672
3,11477
2,71771
1,3747
1,72454
9,2431
8,4162
6,3068
5,2432
2,49153
1,43713
2,68297
4,98282
19,3710
6,3010
2,67810
14,3023
1,3958
10,54200
4,50745
11,6141
2,11211
2,2423
2,48729
1,36934
1,4345
3,36840
4,3002
1,3007
3,2877
2,2629
2,4740
2,60596
1,61482
2,15332
2,54671
2,69754
1,2980
1,92438
1,41539
6,60897
3,60470
20,41740
3,73109
14,6636
2,26603
6,27507
1,3679
4,11208
9,24866
2,48092
2,98283
6,15533
1,96874
2,99780
2,14716
2,88292
2,37352
2,32952
2,33051
2,91988
3,2420
2,99206
4,4286
1,93273
2,3829
1,6239
1,69729
1,43719
2,50862
3,2453
1,2357
2,13965
2,4460
2,3832
1,4346
7,98138
2,3065
2,80683
4,87552
3,59349
2,30562
4,49668
1,3823
1,35336
1,92583
1,23448
2,2654
4,6126
2,4477
2,6180
1,90194
5,2454
10,3622
4,3008
1,15254
2,6215
1,3822
1,58381
1,58380
1,42205
1,30924
1,93140
1,58181
1,32739
1,29120
1,29119
1,30414
1,3899
1,10101
71796-1,https://rebrickable.com/sets/71796-1/elemental-dragon-vs-the-empress-mech/?inventory=1
17,98313
3,30374
1,79851
13,36840
4,79389
16,99781
2,28802
10,99207
1,11215
1,67810
6,4070
2,11211
2,52107
3,59900
2,1686
1,24122
2,4865
13,3021
6,3795
4,26047
2,60897
1,78257
2,2540
3,92692
4,60478
2,77845
1,75937
1,3204
2,15456
1,71752
2,99206
1,18674
29,54200
4,22388
10,28192
19,11477
24,15068
5,93273
1,66955
4,6553
21,32062
3,3705
